0.3	0	0
0.298983	0.000153	0
0.296022	0.00066	0
0.291324	0.001566	0
0.285069	0.002796	0
0.277356	0.004245	0
0.268242	0.005871	0
0.257835	0.007674	0
0.246288	0.009645	0
0.233769	0.011742	0
0.220452	0.013929	0
0.206517	0.016146	0
0.192156	0.018336	0
0.177561	0.020424	0
0.162918	0.022311	0
0.148374	0.023865	0
0.134019	0.024999	0
0.119937	0.025656	0
0.106209	0.025812	0
0.092904	0.025464	0
0.080088	0.024642	0
0.06786	0.023421	0
0.056343	0.021855	0
0.045654	0.019992	0
0.035904	0.017874	0
0.027183	0.015549	0
0.019575	0.013062	0
0.013149	0.010467	0
0.007956	0.00783	0
0.004032	0.005223	0
0.001395	0.002751	0
0.000078	0.000576	0
0.000387	-0.001119	0
0.002457	-0.002511	0
0.006132	-0.00375	0
0.011373	-0.004758	0
0.018147	-0.005517	0
0.026403	-0.006024	0
0.036078	-0.006291	0
0.047091	-0.00633	0
0.059334	-0.006177	0
0.072681	-0.005862	0
0.086994	-0.005418	0
0.102105	-0.004881	0
0.11784	-0.004287	0
0.134016	-0.003669	0
0.150435	-0.003054	0
0.16689	-0.002469	0
0.183177	-0.001932	0
0.199092	-0.001455	0
0.214437	-0.00105	0
0.229017	-0.000717	0
0.242646	-0.000459	0
0.25515	-0.00027	0
0.266364	-0.000144	0
0.276144	-0.000054	0
0.284382	0.00003	0
0.291009	0.000099	0
0.29592	0.000102	0
0.298965	0.000042	0
0.3	0	0
